kernel,target,phase,entry,symbol,source_bindings,physical_bindings,input_policy,repetitions,numeric,max_absolute_error,max_relative_error,throughput,unit,previous_weft,source,ratio,change_percent,log,local_artifacts,remote_artifacts
dequantize_row_iq1_m,K1/X60,tensor,examples/kernels/dequantize/iq1_m.py,row_dequantize_iq1_m,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,349.936071,MEl/s,349.318900,121.667900,2.876158,0.177,/tmp/weft-band-final-runs.BxYFeq/k1-080-dequantize_row_iq1_m-tensor.log,/tmp/weft-row-dequantize.fwUmNX,k1:/tmp/weft-row-dequantize.n79myY
dequantize_row_iq1_s,K1/X60,tensor,examples/kernels/dequantize/iq1_s.py,row_dequantize_iq1_s,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,533.770941,MEl/s,533.359139,129.806058,4.112065,0.077,/tmp/weft-band-final-runs.BxYFeq/k1-085-dequantize_row_iq1_s-tensor.log,/tmp/weft-row-dequantize.yijRtD,k1:/tmp/weft-row-dequantize.ZUwOam
dequantize_row_iq2_s,K1/X60,tensor,examples/kernels/dequantize/iq2_s.py,row_dequantize_iq2_s,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,212.565017,MEl/s,213.462627,146.691980,1.449057,-0.420,/tmp/weft-band-final-runs.BxYFeq/k1-059-dequantize_row_iq2_s-tensor.log,/tmp/weft-row-dequantize.anSSad,k1:/tmp/weft-row-dequantize.Dwk2w6
dequantize_row_iq2_xs,K1/X60,tensor,examples/kernels/dequantize/iq2_xs.py,row_dequantize_iq2_xs,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,252.479921,MEl/s,251.545930,136.691485,1.847079,0.371,/tmp/weft-band-final-runs.BxYFeq/k1-067-dequantize_row_iq2_xs-tensor.log,/tmp/weft-row-dequantize.WQ9Dbm,k1:/tmp/weft-row-dequantize.SvxTlM
dequantize_row_iq2_xxs,K1/X60,tensor,examples/kernels/dequantize/iq2_xxs.py,row_dequantize_iq2_xxs,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,441.645267,MEl/s,441.130097,148.438660,2.975271,0.117,/tmp/weft-band-final-runs.BxYFeq/k1-081-dequantize_row_iq2_xxs-tensor.log,/tmp/weft-row-dequantize.OlULL8,k1:/tmp/weft-row-dequantize.MQRGEk
dequantize_row_iq3_s,K1/X60,tensor,examples/kernels/dequantize/iq3_s.py,row_dequantize_iq3_s,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,156.526410,MEl/s,158.002969,152.124657,1.028935,-0.935,/tmp/weft-band-final-runs.BxYFeq/k1-018-dequantize_row_iq3_s-tensor.log,/tmp/weft-row-dequantize.2bMHIZ,k1:/tmp/weft-row-dequantize.uWwFof
dequantize_row_iq3_xxs,K1/X60,tensor,examples/kernels/dequantize/iq3_xxs.py,row_dequantize_iq3_xxs,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,288.740819,MEl/s,288.614396,148.399270,1.945702,0.044,/tmp/weft-band-final-runs.BxYFeq/k1-068-dequantize_row_iq3_xxs-tensor.log,/tmp/weft-row-dequantize.53ocQw,k1:/tmp/weft-row-dequantize.da3DB7
dequantize_row_iq4_nl,K1/X60,tensor,examples/kernels/dequantize/iq4_nl.py,row_dequantize_iq4_nl,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,441.241729,MEl/s,440.397228,155.038185,2.846020,0.192,/tmp/weft-band-final-runs.BxYFeq/k1-079-dequantize_row_iq4_nl-tensor.log,/tmp/weft-row-dequantize.cVbLCZ,k1:/tmp/weft-row-dequantize.mpyAkF
dequantize_row_iq4_xs,K1/X60,tensor,examples/kernels/dequantize/iq4_xs.py,row_dequantize_iq4_xs,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,357.591617,MEl/s,357.294813,157.965043,2.263739,0.083,/tmp/weft-band-final-runs.BxYFeq/k1-075-dequantize_row_iq4_xs-tensor.log,/tmp/weft-row-dequantize.RGvGxu,k1:/tmp/weft-row-dequantize.zMWS6R
dequantize_row_mxfp4,K1/X60,tensor,examples/kernels/dequantize/mxfp4.py,row_dequantize_mxfp4,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,260.946403,MEl/s,261.445027,164.129294,1.589883,-0.191,/tmp/weft-band-final-runs.BxYFeq/k1-063-dequantize_row_mxfp4-tensor.log,/tmp/weft-row-dequantize.UohQbi,k1:/tmp/weft-row-dequantize.CfCemN
dequantize_row_nvfp4,K1/X60,tensor,examples/kernels/dequantize/nvfp4.py,row_dequantize_nvfp4,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,208.276266,MEl/s,206.262454,100.971723,2.062719,0.976,/tmp/weft-band-final-runs.BxYFeq/k1-070-dequantize_row_nvfp4-tensor.log,/tmp/weft-row-dequantize.1PrF84,k1:/tmp/weft-row-dequantize.PxjRX0
dequantize_row_q1_0,K1/X60,tensor,examples/kernels/dequantize/q1_0.py,row_dequantize_q1_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,586.355037,MEl/s,584.082008,150.026726,3.908337,0.389,/tmp/weft-band-final-runs.BxYFeq/k1-084-dequantize_row_q1_0-tensor.log,/tmp/weft-row-dequantize.sAdCZX,k1:/tmp/weft-row-dequantize.Wnxxw2
dequantize_row_q2_k,K1/X60,tensor,examples/kernels/dequantize/q2_k.py,row_dequantize_q2_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,283.464307,MEl/s,283.595222,135.461938,2.092575,-0.046,/tmp/weft-band-final-runs.BxYFeq/k1-072-dequantize_row_q2_k-tensor.log,/tmp/weft-row-dequantize.UvSt59,k1:/tmp/weft-row-dequantize.QB16BI
dequantize_row_q3_k,K1/X60,tensor,examples/kernels/dequantize/q3_k.py,row_dequantize_q3_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,248.612525,MEl/s,249.697493,114.227230,2.176473,-0.435,/tmp/weft-band-final-runs.BxYFeq/k1-073-dequantize_row_q3_k-tensor.log,/tmp/weft-row-dequantize.GfKBWK,k1:/tmp/weft-row-dequantize.wY5Ec5
dequantize_row_q4_0,K1/X60,tensor,examples/kernels/dequantize/q4_0.py,row_dequantize_q4_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,432.298968,MEl/s,434.582150,170.608773,2.533861,-0.525,/tmp/weft-band-final-runs.BxYFeq/k1-077-dequantize_row_q4_0-tensor.log,/tmp/weft-row-dequantize.5jqeNc,k1:/tmp/weft-row-dequantize.I2UVNq
dequantize_row_q4_1,K1/X60,tensor,examples/kernels/dequantize/q4_1.py,row_dequantize_q4_1,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,276.866908,MEl/s,276.088851,150.375552,1.841170,0.282,/tmp/weft-band-final-runs.BxYFeq/k1-066-dequantize_row_q4_1-tensor.log,/tmp/weft-row-dequantize.fcsJkU,k1:/tmp/weft-row-dequantize.N8CCH9
dequantize_row_q4_k,K1/X60,tensor,examples/kernels/dequantize/q4_k.py,row_dequantize_q4_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,516.378946,MEl/s,515.898174,167.307230,3.086411,0.093,/tmp/weft-band-final-runs.BxYFeq/k1-082-dequantize_row_q4_k-tensor.log,/tmp/weft-row-dequantize.F6VRv2,k1:/tmp/weft-row-dequantize.XTcZlB
dequantize_row_q5_0,K1/X60,tensor,examples/kernels/dequantize/q5_0.py,row_dequantize_q5_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,275.287923,MEl/s,276.417409,159.625889,1.724582,-0.409,/tmp/weft-band-final-runs.BxYFeq/k1-065-dequantize_row_q5_0-tensor.log,/tmp/weft-row-dequantize.xDlcDY,k1:/tmp/weft-row-dequantize.1UjMQh
dequantize_row_q5_1,K1/X60,tensor,examples/kernels/dequantize/q5_1.py,row_dequantize_q5_1,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,293.312485,MEl/s,293.578341,147.564155,1.987695,-0.091,/tmp/weft-band-final-runs.BxYFeq/k1-069-dequantize_row_q5_1-tensor.log,/tmp/weft-row-dequantize.YCueZH,k1:/tmp/weft-row-dequantize.t2vR3b
dequantize_row_q5_k,K1/X60,tensor,examples/kernels/dequantize/q5_k.py,row_dequantize_q5_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,246.274495,MEl/s,245.629672,112.098412,2.196949,0.263,/tmp/weft-band-final-runs.BxYFeq/k1-074-dequantize_row_q5_k-tensor.log,/tmp/weft-row-dequantize.1oJxRA,k1:/tmp/weft-row-dequantize.ulZcP7
dequantize_row_q6_k,K1/X60,tensor,examples/kernels/dequantize/q6_k.py,row_dequantize_q6_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,237.391325,MEl/s,237.455150,101.395625,2.341238,-0.027,/tmp/weft-band-final-runs.BxYFeq/k1-076-dequantize_row_q6_k-tensor.log,/tmp/weft-row-dequantize.eB4FyK,k1:/tmp/weft-row-dequantize.zIQoUc
dequantize_row_q8_0,K1/X60,tensor,examples/kernels/dequantize/q8_0.py,row_dequantize_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,507.053168,MEl/s,503.681720,184.053964,2.754916,0.669,/tmp/weft-band-final-runs.BxYFeq/k1-078-dequantize_row_q8_0-tensor.log,/tmp/weft-row-dequantize.xbtBt5,k1:/tmp/weft-row-dequantize.GeR9l7
dequantize_row_tq1_0,K1/X60,tensor,examples/kernels/dequantize/tq1_0.py,row_dequantize_tq1_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,492.850600,MEl/s,492.160010,110.428724,4.463065,0.140,/tmp/weft-band-final-runs.BxYFeq/k1-086-dequantize_row_tq1_0-tensor.log,/tmp/weft-row-dequantize.ogFQVs,k1:/tmp/weft-row-dequantize.IqYbdN
dequantize_row_tq2_0,K1/X60,tensor,examples/kernels/dequantize/tq2_0.py,row_dequantize_tq2_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,575.594556,MEl/s,574.598478,173.628831,3.315086,0.173,/tmp/weft-band-final-runs.BxYFeq/k1-083-dequantize_row_tq2_0-tensor.log,/tmp/weft-row-dequantize.umQ1qE,k1:/tmp/weft-row-dequantize.nxRjJx
iq1_s_q8_k,K1/X60,decode,examples/kernels/vec_dot/iq1_s_q8_k.py,quantized_vec_dot_iq1_s_q8_k,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":4}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.112634,GOP/s,2.025068,2.711676,0.779088,4.324,/tmp/weft-band-final-runs.BxYFeq/k1-000-iq1_s_q8_k-decode.log,/tmp/weft-quantized-vec-dot.IEuycd,k1:/tmp/weft-quantized-vec-dot.hyRz7P
iq2_xs_q8_k,K1/X60,decode,examples/kernels/vec_dot/iq2_xs_q8_k.py,quantized_vec_dot_iq2_xs_q8_k,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.223377,GOP/s,2.225142,1.773442,1.253707,-0.079,/tmp/weft-band-final-runs.BxYFeq/k1-042-iq2_xs_q8_k-decode.log,/tmp/weft-quantized-vec-dot.BfoEE3,k1:/tmp/weft-quantized-vec-dot.1hyURp
iq2_xxs_q8_k,K1/X60,decode,examples/kernels/vec_dot/iq2_xxs_q8_k.py,quantized_vec_dot_iq2_xxs_q8_k,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":4}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.713075,GOP/s,1.714432,1.677788,1.021032,-0.079,/tmp/weft-band-final-runs.BxYFeq/k1-016-iq2_xxs_q8_k-decode.log,/tmp/weft-quantized-vec-dot.shb3B6,k1:/tmp/weft-quantized-vec-dot.1W2CQf
iq3_s_q8_k,K1/X60,decode,examples/kernels/vec_dot/iq3_s_q8_k.py,quantized_vec_dot_iq3_s_q8_k,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.917693,GOP/s,1.917633,1.653851,1.159532,0.003,/tmp/weft-band-final-runs.BxYFeq/k1-032-iq3_s_q8_k-decode.log,/tmp/weft-quantized-vec-dot.p8h8Oy,k1:/tmp/weft-quantized-vec-dot.LpIcol
iq3_xxs_q8_k,K1/X60,decode,examples/kernels/vec_dot/iq3_xxs_q8_k.py,quantized_vec_dot_iq3_xxs_q8_k,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.332032,GOP/s,1.221606,1.447514,0.920220,9.039,/tmp/weft-iq3-flat-runs.t06mR8/k1-000-iq3_xxs_q8_k-decode.log,/tmp/weft-quantized-vec-dot.x0BYFo,k1:/tmp/weft-quantized-vec-dot.jCiI1x
iq4_nl_q8_0,K1/X60,decode,examples/kernels/vec_dot/iq4_nl_q8_0.py,quantized_vec_dot_iq4_nl_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.378485,GOP/s,2.379864,2.821807,0.842894,-0.058,/tmp/weft-band-final-runs.BxYFeq/k1-005-iq4_nl_q8_0-decode.log,/tmp/weft-quantized-vec-dot.IVH6rH,k1:/tmp/weft-quantized-vec-dot.7qCuby
iq4_xs_q8_k,K1/X60,decode,examples/kernels/vec_dot/iq4_xs_q8_k.py,quantized_vec_dot_iq4_xs_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.00146484375,2.09938253e-07,2.498711,GOP/s,2.502735,1.713500,1.458250,-0.161,/tmp/weft-band-final-runs.BxYFeq/k1-060-iq4_xs_q8_k-decode.log,/tmp/weft-quantized-vec-dot.BXKzDb,k1:/tmp/weft-quantized-vec-dot.s6wvGN
mul_mat_f16,K1/X60,decode,examples/kernels/mul_mat/f16.py,production_mul_mat_f16,"{""KB"":4096,""KC"":4096,""MC"":16,""MR"":2,""NC"":32,""NR"":2}","{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",dense-fixed-values,10,within-tolerance,0.000267028809,9.22453061e-06,3.365136,GOP/s,3.385826,3.323888,1.012410,-0.611,/tmp/weft-band-final-runs.BxYFeq/k1-015-mul_mat_f16-decode.log,/tmp/weft-mul-mat.oCcFf8,k1:/tmp/weft-mul-mat.Tiwty7
mul_mat_f32,K1/X60,decode,examples/kernels/dense/gemm_f32.py,gemm_f32,"{""MC"":64,""MR"":2,""NC"":64,""NR"":1}","{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",dense-fixed-values,10,within-tolerance,0,0,2.068738,GOP/s,2.071017,2.011619,1.028395,-0.110,/tmp/weft-band-final-runs.BxYFeq/k1-017-mul_mat_f32-decode.log,/tmp/weft-mul-mat.51QqEB,k1:/tmp/weft-mul-mat.TfTVTd
mul_mat_f32,K1/X60,prefill,examples/kernels/dense/gemm_f32.py,gemm_f32,"{""MC"":64,""MR"":4,""NC"":16,""NR"":4}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",dense-fixed-values,10,within-tolerance,0,0,3.831085,GOP/s,3.838260,2.574251,1.488233,-0.187,/tmp/weft-iq3-flat-runs.t06mR8/k1-003-mul_mat_f32-prefill.log,/tmp/weft-mul-mat.V2FDMt,k1:/tmp/weft-mul-mat.zPTXBp
mul_mat_iq1_m,K1/X60,prefill,examples/kernels/mul_mat/iq1_m.py,production_mul_mat_iq1_m,"{""MC"":16,""MR"":4,""NC"":32,""NR"":4}","{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.636871,GOP/s,1.621238,1.446879,1.131312,0.964,/tmp/weft-band-final-runs.BxYFeq/k1-027-mul_mat_iq1_m-prefill.log,/tmp/weft-mul-mat.53bE3Q,k1:/tmp/weft-mul-mat.BkEAQe
mul_mat_iq1_s,K1/X60,decode,examples/kernels/mul_mat/iq1_s_decode.py,production_mul_mat_iq1_s_decode,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":4}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.135493,GOP/s,2.043251,2.663380,0.801798,4.514,/tmp/weft-band-final-runs.BxYFeq/k1-001-mul_mat_iq1_s-decode.log,/tmp/weft-mul-mat.qCQumU,k1:/tmp/weft-mul-mat.ih0Hdr
mul_mat_iq1_s,K1/X60,prefill,examples/kernels/mul_mat/iq1_s.py,production_mul_mat_iq1_s,"{""MC"":16,""MR"":4,""NC"":32,""NR"":4}","{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.754580,GOP/s,2.756692,2.740584,1.005107,-0.077,/tmp/weft-band-final-runs.BxYFeq/k1-013-mul_mat_iq1_s-prefill.log,/tmp/weft-mul-mat.OsEcsq,k1:/tmp/weft-mul-mat.OhurM5
mul_mat_iq2_xs,K1/X60,decode,examples/kernels/mul_mat/iq2_xs.py,production_mul_mat_iq2_xs,"{""NR"":1}","{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.214898,GOP/s,2.213898,1.752529,1.263830,0.045,/tmp/weft-band-final-runs.BxYFeq/k1-045-mul_mat_iq2_xs-decode.log,/tmp/weft-mul-mat.E1MMvA,k1:/tmp/weft-mul-mat.8Griz2
mul_mat_iq2_xxs,K1/X60,decode,examples/kernels/mul_mat/iq2_xxs_decode.py,production_mul_mat_iq2_xxs_decode,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":4}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.678989,GOP/s,1.680903,1.661424,1.010572,-0.114,/tmp/weft-band-final-runs.BxYFeq/k1-014-mul_mat_iq2_xxs-decode.log,/tmp/weft-mul-mat.lCYBcc,k1:/tmp/weft-mul-mat.n4lU98
mul_mat_iq2_xxs,K1/X60,prefill,examples/kernels/mul_mat/iq2_xxs_staged.py,production_mul_mat_iq2_xxs_staged,"{""KC"":512,""MC"":8,""MR"":1,""NC"":64,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.442607,GOP/s,1.483356,1.705121,0.846044,-2.747,/tmp/weft-band-final-runs.BxYFeq/k1-009-mul_mat_iq2_xxs-prefill.log,/tmp/weft-mul-mat.EVE6J5,k1:/tmp/weft-mul-mat.RyICS6
mul_mat_iq3_s,K1/X60,decode,examples/kernels/mul_mat/iq3_s.py,production_mul_mat_iq3_s,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.914612,GOP/s,1.917223,1.636725,1.169782,-0.136,/tmp/weft-band-final-runs.BxYFeq/k1-034-mul_mat_iq3_s-decode.log,/tmp/weft-mul-mat.Ujtaal,k1:/tmp/weft-mul-mat.wzcARm
mul_mat_iq3_s,K1/X60,prefill,examples/kernels/mul_mat/iq3_s.py,production_mul_mat_iq3_s,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.918744,GOP/s,1.919427,1.674948,1.145554,-0.036,/tmp/weft-band-final-runs.BxYFeq/k1-029-mul_mat_iq3_s-prefill.log,/tmp/weft-mul-mat.4zwv5E,k1:/tmp/weft-mul-mat.xERVqO
mul_mat_iq3_xxs,K1/X60,decode,examples/kernels/mul_mat/iq3_xxs.py,production_mul_mat_iq3_xxs,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.341974,GOP/s,1.245754,1.436230,0.934373,7.724,/tmp/weft-iq3-flat-runs.t06mR8/k1-002-mul_mat_iq3_xxs-decode.log,/tmp/weft-mul-mat.AVE2ow,k1:/tmp/weft-mul-mat.YFE6FC
mul_mat_iq3_xxs,K1/X60,prefill,examples/kernels/mul_mat/iq3_xxs.py,production_mul_mat_iq3_xxs,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.343608,GOP/s,1.245091,1.472475,0.912483,7.912,/tmp/weft-iq3-flat-runs.t06mR8/k1-001-mul_mat_iq3_xxs-prefill.log,/tmp/weft-mul-mat.S6yTLC,k1:/tmp/weft-mul-mat.ngVi3Y
mul_mat_iq4_nl,K1/X60,decode,examples/kernels/mul_mat/iq4_nl_decode.py,production_mul_mat_iq4_nl_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.320289,GOP/s,2.327479,2.762856,0.839815,-0.309,/tmp/weft-band-final-runs.BxYFeq/k1-004-mul_mat_iq4_nl-decode.log,/tmp/weft-mul-mat.LMbheI,k1:/tmp/weft-mul-mat.g1Q1BR
mul_mat_iq4_xs,K1/X60,decode,examples/kernels/mul_mat/iq4_xs_decode.py,production_mul_mat_iq4_xs_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.000366210938,1.29730179e-06,2.484955,GOP/s,2.490581,1.692141,1.468527,-0.226,/tmp/weft-band-final-runs.BxYFeq/k1-061-mul_mat_iq4_xs-decode.log,/tmp/weft-mul-mat.nuDAVY,k1:/tmp/weft-mul-mat.CY0h7B
