kernel,target,phase,entry,symbol,source_bindings,physical_bindings,input_policy,repetitions,numeric,max_absolute_error,max_relative_error,throughput,unit,previous_weft,source,ratio,change_percent,log,local_artifacts,remote_artifacts
mul_mat_q3_k,SG2044,decode,examples/kernels/mul_mat/q3_k_decode.py,production_mul_mat_q3_k_decode,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":1,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,7.62939453e-05,3.14590394e-07,7.430320,GOP/s,7.433727,7.214206,1.029957,-0.046,/tmp/weft-band-final-runs.BxYFeq/sg2044-033-mul_mat_q3_k-decode.log,/tmp/weft-mul-mat.XNOQqU,rvv:/tmp/weft-mul-mat.sfYY9t
mul_mat_q3_k,SG2044,prefill,examples/kernels/mul_mat/q3_k.py,production_mul_mat_q3_k,"{""MC"":2,""MR"":1,""NC"":32,""NR"":1}","{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.000366210938,1.52754824e-05,7.546875,GOP/s,7.557577,7.174796,1.051859,-0.142,/tmp/weft-band-final-runs.BxYFeq/sg2044-036-mul_mat_q3_k-prefill.log,/tmp/weft-mul-mat.wn227X,rvv:/tmp/weft-mul-mat.8ldZj5
mul_mat_q4_0,SG2044,prefill,examples/kernels/mul_mat/q4_0.py,production_mul_mat_q4_0,"{""MC"":16,""MR"":4,""NC"":32,""NR"":1}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":2,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,10.645049,GOP/s,10.597835,7.560868,1.407914,0.446,/tmp/weft-band-final-runs.BxYFeq/sg2044-049-mul_mat_q4_0-prefill.log,/tmp/weft-mul-mat.ZyToxf,rvv:/tmp/weft-mul-mat.DEBNm9
mul_mat_q4_1,SG2044,decode,examples/kernels/mul_mat/q4_1_decode.py,production_mul_mat_q4_1_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,5.648698,GOP/s,5.636297,6.163456,0.916482,0.220,/tmp/weft-band-final-runs.BxYFeq/sg2044-025-mul_mat_q4_1-decode.log,/tmp/weft-mul-mat.t740kh,rvv:/tmp/weft-mul-mat.QzXVm9
mul_mat_q4_1,SG2044,prefill,examples/kernels/mul_mat/q4_1.py,production_mul_mat_q4_1,"{""MC"":16,""MR"":4,""NC"":32,""NR"":1}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,6.993579,GOP/s,6.970119,6.264967,1.116299,0.337,/tmp/weft-band-final-runs.BxYFeq/sg2044-040-mul_mat_q4_1-prefill.log,/tmp/weft-mul-mat.rSiCB7,rvv:/tmp/weft-mul-mat.QfXDd4
mul_mat_q4_k,SG2044,decode,examples/kernels/mul_mat/q4_k_decode.py,production_mul_mat_q4_k_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":8}",valid-quantized-record-replicated,10,within-tolerance,0.000129699707,1.17469838e-06,7.707781,GOP/s,8.251089,9.618902,0.801316,-6.585,/tmp/weft-band-final-runs.BxYFeq/sg2044-015-mul_mat_q4_k-decode.log,/tmp/weft-mul-mat.W8Zm5i,rvv:/tmp/weft-mul-mat.MxeaiP
mul_mat_q5_0,SG2044,decode,examples/kernels/mul_mat/q5_0_decode.py,production_mul_mat_q5_0_decode,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,5.508794,GOP/s,5.527233,5.331145,1.033323,-0.334,/tmp/weft-band-final-runs.BxYFeq/sg2044-035-mul_mat_q5_0-decode.log,/tmp/weft-mul-mat.gOubCJ,rvv:/tmp/weft-mul-mat.XbsygW
mul_mat_q5_0,SG2044,prefill,examples/kernels/mul_mat/q5_0.py,production_mul_mat_q5_0,"{""MC"":16,""MR"":4,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,7.502665,GOP/s,7.510873,5.351731,1.401914,-0.109,/tmp/weft-band-final-runs.BxYFeq/sg2044-050-mul_mat_q5_0-prefill.log,/tmp/weft-mul-mat.AOU7z8,rvv:/tmp/weft-mul-mat.UfJv4P
mul_mat_q5_1,SG2044,prefill,examples/kernels/mul_mat/q5_1.py,production_mul_mat_q5_1,"{""MC"":16,""MR"":4,""NC"":32,""NR"":1}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,6.165545,GOP/s,6.157461,4.441808,1.388071,0.131,/tmp/weft-band-final-runs.BxYFeq/sg2044-048-mul_mat_q5_1-prefill.log,/tmp/weft-mul-mat.RlHKKm,rvv:/tmp/weft-mul-mat.Gy3yqT
mul_mat_q5_k,SG2044,decode,examples/kernels/mul_mat/q5_k_decode.py,production_mul_mat_q5_k_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,6.10351562e-05,1.67281608e-07,4.332224,GOP/s,4.330557,1.154787,3.751535,0.038,/tmp/weft-band-final-runs.BxYFeq/sg2044-070-mul_mat_q5_k-decode.log,/tmp/weft-mul-mat.HH7mWU,rvv:/tmp/weft-mul-mat.Ragqlf
mul_mat_q5_k,SG2044,prefill,examples/kernels/mul_mat/q5_k.py,production_mul_mat_q5_k,"{""MC"":16,""MR"":2,""NC"":32,""NR"":4}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.00048828125,3.00342359e-05,7.464719,GOP/s,7.459462,4.099214,1.821012,0.070,/tmp/weft-band-final-runs.BxYFeq/sg2044-062-mul_mat_q5_k-prefill.log,/tmp/weft-mul-mat.iOIIE9,rvv:/tmp/weft-mul-mat.W3hz7i
mul_mat_q6_k,SG2044,decode,examples/kernels/mul_mat/q6_k_decode.py,production_mul_mat_q6_k_decode,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":2}",valid-quantized-record-replicated,10,within-tolerance,6.10351562e-05,7.83834081e-08,5.150122,GOP/s,5.179186,4.632221,1.111804,-0.561,/tmp/weft-band-final-runs.BxYFeq/sg2044-041-mul_mat_q6_k-decode.log,/tmp/weft-mul-mat.BLOAEZ,rvv:/tmp/weft-mul-mat.NKnFwU
mul_mat_q8_0,SG2044,decode,examples/kernels/mul_mat/q8_0_decode.py,production_mul_mat_q8_0_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.000137329102,7.89632719e-07,7.349225,GOP/s,7.356041,0.620785,11.838600,-0.093,/tmp/weft-band-final-runs.BxYFeq/sg2044-078-mul_mat_q8_0-decode.log,/tmp/weft-mul-mat.3ZetAP,rvv:/tmp/weft-mul-mat.kR5yTf
mul_mat_q8_0,SG2044,prefill,examples/kernels/mul_mat/q8_0.py,production_mul_mat_q8_0,"{""MC"":16,""MR"":4,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":2,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,8.458249,GOP/s,8.473635,4.011235,2.108640,-0.182,/tmp/weft-band-final-runs.BxYFeq/sg2044-065-mul_mat_q8_0-prefill.log,/tmp/weft-mul-mat.V0wUgH,rvv:/tmp/weft-mul-mat.knZsT9
mul_mat_tq1_0,SG2044,decode,examples/kernels/mul_mat/tq1_0_lane16_decode.py,production_mul_mat_tq1_0_lane16_decode,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,5.336275,GOP/s,5.357824,8.015470,0.665747,-0.402,/tmp/weft-band-final-runs.BxYFeq/sg2044-001-mul_mat_tq1_0-decode.log,/tmp/weft-mul-mat.PsjvpL,rvv:/tmp/weft-mul-mat.XNDcEP
mul_mat_tq2_0,SG2044,decode,examples/kernels/mul_mat/tq2_0_decode.py,production_mul_mat_tq2_0_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,10.061044,GOP/s,10.006050,10.885378,0.924271,0.550,/tmp/weft-band-final-runs.BxYFeq/sg2044-026-mul_mat_tq2_0-decode.log,/tmp/weft-mul-mat.IljNcR,rvv:/tmp/weft-mul-mat.pBr0jO
mul_mat_tq2_0,SG2044,prefill,examples/kernels/mul_mat/tq2_0.py,production_mul_mat_tq2_0,"{""MC"":16,""MR"":4,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,20.987152,GOP/s,20.804097,11.988708,1.750577,0.880,/tmp/weft-band-final-runs.BxYFeq/sg2044-060-mul_mat_tq2_0-prefill.log,/tmp/weft-mul-mat.cebt7V,rvv:/tmp/weft-mul-mat.66dLQ7
mxfp4_q8_0,SG2044,decode,examples/kernels/vec_dot/mxfp4_q8_0.py,quantized_vec_dot_mxfp4_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,6.439193,GOP/s,6.431963,6.301585,1.021837,0.112,/tmp/weft-band-final-runs.BxYFeq/sg2044-032-mxfp4_q8_0-decode.log,/tmp/weft-quantized-vec-dot.pWePUI,rvv:/tmp/weft-quantized-vec-dot.9szawP
nvfp4_q8_0,SG2044,decode,examples/kernels/vec_dot/nvfp4_q8_0.py,quantized_vec_dot_nvfp4_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,0.652510,GOP/s,0.671673,0.302702,2.155618,-2.853,/tmp/weft-band-final-runs.BxYFeq/sg2044-067-nvfp4_q8_0-decode.log,/tmp/weft-quantized-vec-dot.Q5IVnA,rvv:/tmp/weft-quantized-vec-dot.qTgvM5
q1_0_q8_0,SG2044,decode,examples/kernels/vec_dot/q1_0_q8_0.py,quantized_vec_dot_q1_0_q8_0,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,11.619485,GOP/s,11.548994,11.448178,1.014964,0.610,/tmp/weft-band-final-runs.BxYFeq/sg2044-030-q1_0_q8_0-decode.log,/tmp/weft-quantized-vec-dot.dQpsCO,rvv:/tmp/weft-quantized-vec-dot.7JUNnF
q2_k_q8_k,SG2044,decode,examples/kernels/vec_dot/q2_k_q8_k.py,quantized_vec_dot_q2_k_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":1,""unroll"":8}",valid-quantized-record-replicated,10,within-tolerance,0,0,7.399119,GOP/s,8.121564,9.460538,0.782103,-8.895,/tmp/weft-band-final-runs.BxYFeq/sg2044-016-q2_k_q8_k-decode.log,/tmp/weft-quantized-vec-dot.e2Pt3D,rvv:/tmp/weft-quantized-vec-dot.YPyXRH
q4_1_q8_1,SG2044,decode,examples/kernels/vec_dot/q4_1_q8_1.py,quantized_vec_dot_q4_1_q8_1,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,5.477550,GOP/s,5.471821,6.279975,0.872225,0.105,/tmp/weft-band-final-runs.BxYFeq/sg2044-017-q4_1_q8_1-decode.log,/tmp/weft-quantized-vec-dot.25gsYY,rvv:/tmp/weft-quantized-vec-dot.rPZwEV
q4_k_q8_k,SG2044,decode,examples/kernels/vec_dot/q4_k_q8_k.py,quantized_vec_dot_q4_k_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":8}",valid-quantized-record-replicated,10,within-tolerance,0,0,8.043902,GOP/s,8.093763,10.143147,0.793038,-0.616,/tmp/weft-band-final-runs.BxYFeq/sg2044-007-q4_k_q8_k-decode.log,/tmp/weft-quantized-vec-dot.JloWii,rvv:/tmp/weft-quantized-vec-dot.7BbOm7
q5_0_q8_0,SG2044,decode,examples/kernels/vec_dot/q5_0_q8_0.py,quantized_vec_dot_q5_0_q8_0,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,5.615970,GOP/s,5.607074,5.419456,1.036261,0.159,/tmp/weft-band-final-runs.BxYFeq/sg2044-034-q5_0_q8_0-decode.log,/tmp/weft-quantized-vec-dot.jBR1BY,rvv:/tmp/weft-quantized-vec-dot.TB0wCi
q5_k_q8_k,SG2044,decode,examples/kernels/vec_dot/q5_k_q8_k.py,quantized_vec_dot_q5_k_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.00048828125,1.1541925e-07,4.353254,GOP/s,4.347124,1.156774,3.763271,0.141,/tmp/weft-band-final-runs.BxYFeq/sg2044-071-q5_k_q8_k-decode.log,/tmp/weft-quantized-vec-dot.L8QbCq,rvv:/tmp/weft-quantized-vec-dot.H83M1w
q8_0_q8_0,SG2044,decode,examples/kernels/vec_dot/q8_0_q8_0.py,quantized_vec_dot_q8_0_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,7.247669,GOP/s,7.268847,0.668255,10.845664,-0.291,/tmp/weft-band-final-runs.BxYFeq/sg2044-077-q8_0_q8_0-decode.log,/tmp/weft-quantized-vec-dot.OYJ4Zw,rvv:/tmp/weft-quantized-vec-dot.8yWJYt
quantize_row_q8_0,SG2044,prefill,examples/kernels/quantize/q8_0.py,q8_0_quantize,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",fixed-float-mod31,10,bit-exact,,,773.997019,MEl/s,775.082577,544.531422,1.421400,-0.140,/tmp/weft-band-final-runs.BxYFeq/sg2044-051-quantize_row_q8_0-prefill.log,/tmp/weft-kernel.1sjAOo,rvv:/tmp/weft-kernel.WoVy7F
quantize_row_q8_1,SG2044,prefill,examples/kernels/quantize/q8_1.py,q8_1_quantize,{},"{""lmul_eighths"":64,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",fixed-float-mod31,10,bit-exact,,,537.236159,MEl/s,537.818673,531.554348,1.010689,-0.108,/tmp/weft-band-final-runs.BxYFeq/sg2044-031-quantize_row_q8_1-prefill.log,/tmp/weft-kernel.KArwB2,rvv:/tmp/weft-kernel.j2virP
quantize_row_q8_k,SG2044,prefill,examples/kernels/quantize/q8_k.py,q8_K_quantize,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",fixed-float-mod31,10,bit-exact,,,474.051172,MEl/s,474.472949,532.877220,0.889607,-0.089,/tmp/weft-band-final-runs.BxYFeq/sg2044-020-quantize_row_q8_k-prefill.log,/tmp/weft-kernel.jk4LJ1,rvv:/tmp/weft-kernel.L4OWph
tq1_0_q8_k,SG2044,decode,examples/kernels/vec_dot/tq1_0_q8_k_lane16.py,quantized_vec_dot_tq1_0_q8_k_lane16,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,5.300012,GOP/s,5.290342,8.123996,0.652390,0.183,/tmp/weft-band-final-runs.BxYFeq/sg2044-000-tq1_0_q8_k-decode.log,/tmp/weft-quantized-vec-dot.LI7gHc,rvv:/tmp/weft-quantized-vec-dot.yoZSai
tq2_0_q8_k,SG2044,decode,examples/kernels/vec_dot/tq2_0_q8_k.py,quantized_vec_dot_tq2_0_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,9.963113,GOP/s,9.959279,11.025345,0.903655,0.038,/tmp/weft-band-final-runs.BxYFeq/sg2044-023-tq2_0_q8_k-decode.log,/tmp/weft-quantized-vec-dot.CuQwy0,rvv:/tmp/weft-quantized-vec-dot.vbZB1Y
