runner,request,entry,compiler_arguments,status,numeric,repetitions,cold_median_us,cold_median_ms,cold_gop_s,cold_melements_s,melements_s,same_generated_c,stable_final_replay,reason
weft-row-dequantize.sh,k1 iq2_s,dequantize/iq2_s.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,18692.791,,,224.380832,,True,True,
weft-row-dequantize.sh,k1 iq2_xs,dequantize/iq2_xs.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,16645.185,,,251.983013,,True,True,
weft-row-dequantize.sh,k1 iq2_xxs,dequantize/iq2_xxs.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256 --auto-lmul-eighths 16,PASS,within-tolerance,10,11237.704,,,373.234960,,True,True,
weft-row-dequantize.sh,k1 iq3_s,dequantize/iq3_s.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,26975.174,,,155.487561,,True,True,
weft-row-dequantize.sh,k1 iq3_xxs,dequantize/iq3_xxs.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,14229.839,,,294.754143,,True,True,
weft-row-dequantize.sh,k1 iq4_nl,dequantize/iq4_nl.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,9515.921,,,440.767005,,True,True,
weft-row-dequantize.sh,k1 iq4_xs,dequantize/iq4_xs.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,12221.798,,,343.182253,,True,True,
weft-row-dequantize.sh,k1 mxfp4,dequantize/mxfp4.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,16053.187,,,261.275471,,True,True,
weft-row-dequantize.sh,k1 nvfp4,dequantize/nvfp4.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,16484.825,,,254.434237,,True,True,
weft-row-dequantize.sh,k1 q1_0,dequantize/q1_0.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,7165.641,,,585.335492,,True,True,
weft-row-dequantize.sh,k1 q2_k,dequantize/q2_k.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,14048.334,,,298.562388,,True,True,
weft-row-dequantize.sh,k1 q3_k,dequantize/q3_k.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,15771.388,,,265.943881,,True,True,
weft-row-dequantize.sh,k1 q4_0,dequantize/q4_0.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,9661.447,,,434.127954,,True,True,
weft-row-dequantize.sh,k1 q4_1,dequantize/q4_1.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,15220.392,,,275.571361,,True,True,
weft-row-dequantize.sh,k1 q4_k,dequantize/q4_k.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,12325.988,,,340.281363,,True,True,
weft-row-dequantize.sh,k1 q5_0,dequantize/q5_0.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,15311.644,,,273.929044,,True,True,
weft-row-dequantize.sh,k1 q5_1,dequantize/q5_1.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,14310.301,,,293.096850,,True,True,
weft-row-dequantize.sh,k1 q5_k,dequantize/q5_k.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,15998.811,,,262.163474,,True,True,
weft-row-dequantize.sh,k1 q6_k,dequantize/q6_k.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,18218.589,,,230.221128,,True,True,
weft-row-dequantize.sh,k1 q8_0,dequantize/q8_0.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,8184.380,,,512.476693,,True,True,
weft-row-dequantize.sh,k1 tq1_0,dequantize/tq1_0.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,8318.780,,,504.197010,,True,True,
weft-row-dequantize.sh,k1 tq2_0,dequantize/tq2_0.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256,PASS,within-tolerance,10,6965.571,,,602.147907,,True,True,
weft-mul-mat.sh,k1 iq2_s_staged decode,mul_mat/iq2_s_staged.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256 --meta NC=512 --meta KC=1024 --meta MC=8 --meta MR=8 --meta NR=3 --auto-lmul-eighths=8 --auto-unroll=1 --auto-pipeline-depth=1,UNCHANGED_REJECTION,,10,,,,,,,,error: nested scaled contraction has no legal full-product carrier under the target resource contract
weft-mul-mat.sh,k1 iq2_xs_staged decode,mul_mat/iq2_xs_staged.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256 --meta NC=64 --meta KC=512 --meta MC=8 --meta MR=4 --meta NR=2 --auto-lmul-eighths=8 --auto-unroll=1 --auto-pipeline-depth=1,UNCHANGED_REJECTION,,10,,,,,,,,error: nested scaled contraction has no legal full-product carrier under the target resource contract
weft-mul-mat.sh,k1 iq2_xxs_staged decode,mul_mat/iq2_xxs_staged.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256 --meta NC=64 --meta KC=512 --meta MC=8 --meta MR=1 --meta NR=2 --auto-lmul-eighths=8 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,23678.812,,1.417066,,,True,True,
weft-mul-mat.sh,k1 q4_k_persistent decode,mul_mat/q4_k_persistent.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256 --auto-lmul-eighths=32 --auto-unroll=2 --auto-pipeline-depth=1,PASS,within-tolerance,10,10483.035,,3.200832,,,True,True,
weft-mul-mat.sh,k1 q4_k_persistent prefill,mul_mat/q4_k_persistent.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256 --auto-lmul-eighths=32 --auto-unroll=2 --auto-pipeline-depth=1,PASS,within-tolerance,10,1339562.745,,3.206246,,,True,True,
weft-mul-mat.sh,k1 q4_k_staged decode,mul_mat/q4_k_staged.py,--march=rv64gcv_zfh_zvfh_zicbop_zihintpause_zba --abi=lp64d --vlen-bits=256 --meta NC=64 --meta KC=512 --meta MC=8 --meta MR=2 --auto-lmul-eighths=16 --auto-unroll=2 --auto-pipeline-depth=1,PASS,within-tolerance,10,101646.663,,0.330109,,,True,True,
weft-kernel.sh,sg2044 gemm_f32,dense/gemm_f32.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta MC=64 --meta NC=16 --meta MR=2 --meta NR=2 --auto-lmul-eighths 16 --matrix-extension=none,PASS,within-tolerance,10,545258.584,,7.876937,,,True,True,
weft-kernel.sh,sg2044 gemv_f32,dense/gemv_f32.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta MR=4 --meta KB=64 --matrix-extension=none,PASS,within-tolerance,10,445199.858,,0.263793,,,True,True,
weft-kernel.sh,sg2044 q4_k_gemv,gemv/q4_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --matrix-extension=none,PASS,within-tolerance,10,28359.193,,4.141180,,,True,True,
weft-kernel.sh,sg2044 q4_k_gemv_groups4,gemv/q4_k_groups4.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32 --auto-unroll 2 --auto-pipeline-depth 1 --matrix-extension=none,PASS,within-tolerance,10,12031.362,,9.761198,,,True,True,
weft-kernel.sh,sg2044 q8_0_quantize,quantize/q8_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 32 --auto-unroll 1 --auto-pipeline-depth 1 --matrix-extension=none,PASS,bit-exact,10,,2.369510,,,774.425092,True,True,
weft-kernel.sh,sg2044 q8_1_quantize,quantize/q8_1.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 64 --matrix-extension=none,PASS,bit-exact,10,,3.414855,,,537.360444,True,True,
weft-kernel.sh,sg2044 q8_K_quantize,quantize/q8_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths 16 --auto-unroll 1 --auto-pipeline-depth 1 --matrix-extension=none,PASS,bit-exact,10,,3.866487,,,474.593087,True,True,
weft-mul-mat.sh,sg2044 f16 decode,mul_mat/f16.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta KC=4096 --meta MC=16 --meta MR=4 --meta NR=2 --meta KB=4096 --auto-lmul-eighths=8,PASS,within-tolerance,10,7400.232,,4.534241,,,True,True,
weft-mul-mat.sh,sg2044 f16 prefill,mul_mat/f16.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta KC=4096 --meta MC=16 --meta MR=4 --meta NR=2 --meta KB=4096 --auto-lmul-eighths=8,PASS,within-tolerance,10,254077.445,,16.904166,,,True,True,
weft-mul-mat.sh,sg2044 f32 decode,dense/gemm_f32.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=16 --meta MC=64 --meta NR=2 --meta MR=2 --auto-lmul-eighths=16,PASS,within-tolerance,10,13228.838,,2.536461,,,True,True,
weft-mul-mat.sh,sg2044 f32 prefill,dense/gemm_f32.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=16 --meta MC=64 --meta NR=4 --meta MR=4 --auto-lmul-eighths=8,PASS,within-tolerance,10,484492.809,,8.864873,,,True,True,
weft-mul-mat.sh,sg2044 iq1_m decode,mul_mat/iq1_m_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=32 --auto-unroll=2 --auto-pipeline-depth=1,PASS,within-tolerance,10,16478.651,,2.036237,,,True,True,
weft-mul-mat.sh,sg2044 iq1_m prefill,mul_mat/iq1_m.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=8 --meta MR=2 --meta NR=1 --auto-lmul-eighths=32 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,1906388.345,,2.252934,,,True,True,
weft-mul-mat.sh,sg2044 iq1_s decode,mul_mat/iq1_s_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=32 --auto-unroll=4 --auto-pipeline-depth=1,PASS,within-tolerance,10,9479.671,,3.539620,,,True,True,
weft-mul-mat.sh,sg2044 iq1_s prefill,mul_mat/iq1_s.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=1 --meta NR=1 --auto-lmul-eighths=32 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,1224605.008,,3.507227,,,True,True,
weft-mul-mat.sh,sg2044 iq2_s decode,mul_mat/iq2_s.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=32 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,10030.444,,3.345259,,,True,True,
weft-mul-mat.sh,sg2044 iq2_s prefill,mul_mat/iq2_s_staged.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=64 --meta KC=256 --meta MC=16 --meta MR=4 --meta NR=2 --auto-lmul-eighths=16 --auto-unroll=1 --auto-pipeline-depth=1,UNCHANGED_REJECTION,,10,,,,,,,,error: nested scaled contraction has no legal full-product carrier under the target resource contract
weft-mul-mat.sh,sg2044 iq2_xs decode,mul_mat/iq2_xs.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NR=1 --auto-lmul-eighths=32 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,9623.562,,3.486696,,,True,True,
weft-mul-mat.sh,sg2044 iq2_xs prefill,mul_mat/iq2_xs_staged.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=64 --meta KC=256 --meta MC=16 --meta MR=2 --meta NR=2 --auto-lmul-eighths=16 --auto-unroll=1 --auto-pipeline-depth=1,UNCHANGED_REJECTION,,10,,,,,,,,error: nested scaled contraction has no legal full-product carrier under the target resource contract
weft-mul-mat.sh,sg2044 iq2_xxs decode,mul_mat/iq2_xxs_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=32 --auto-unroll=2 --auto-pipeline-depth=1,PASS,within-tolerance,10,13014.476,,2.578239,,,True,True,
weft-mul-mat.sh,sg2044 iq2_xxs prefill,mul_mat/iq2_xxs_staged.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=64 --meta KC=256 --meta MC=16 --meta MR=1 --meta NR=2 --auto-lmul-eighths=16 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,1079078.915,,3.980216,,,True,True,
weft-mul-mat.sh,sg2044 iq3_s decode,mul_mat/iq3_s.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=32 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,18643.951,,1.799749,,,True,True,
weft-mul-mat.sh,sg2044 iq3_s prefill,mul_mat/iq3_s.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=32 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,2400957.736,,1.788856,,,True,True,
weft-mul-mat.sh,sg2044 iq3_xxs decode,mul_mat/iq3_xxs.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=32 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,19929.907,,1.683622,,,True,True,
weft-mul-mat.sh,sg2044 iq3_xxs prefill,mul_mat/iq3_xxs.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=32 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,2573740.208,,1.668765,,,True,True,
weft-mul-mat.sh,sg2044 iq4_nl decode,mul_mat/iq4_nl_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,5128.693,,6.542492,,,True,True,
weft-mul-mat.sh,sg2044 iq4_nl prefill,mul_mat/iq4_nl.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=4 --meta NR=2 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,457019.829,,9.397770,,,True,True,
weft-mul-mat.sh,sg2044 iq4_xs decode,mul_mat/iq4_xs_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,4601.050,,7.292777,,,True,True,
weft-mul-mat.sh,sg2044 iq4_xs prefill,mul_mat/iq4_xs.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=2 --meta NR=4 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,484080.566,,8.872422,,,True,True,
weft-mul-mat.sh,sg2044 mxfp4 decode,mul_mat/mxfp4_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,5117.272,,6.557094,,,True,True,
weft-mul-mat.sh,sg2044 mxfp4 prefill,mul_mat/mxfp4.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=2 --meta NR=4 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,555901.939,,7.726124,,,True,True,
weft-mul-mat.sh,sg2044 nvfp4 decode,mul_mat/nvfp4_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,27258.418,,1.230975,,,True,True,
weft-mul-mat.sh,sg2044 nvfp4 prefill,mul_mat/nvfp4.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=2 --meta NR=4 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,1960209.919,,2.191075,,,True,True,
weft-mul-mat.sh,sg2044 q1_0 decode,mul_mat/q1_0_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=16 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,2875.662,,11.668420,,,True,True,
weft-mul-mat.sh,sg2044 q1_0 prefill,mul_mat/q1_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=2 --meta NR=4 --auto-unroll=1 --auto-pipeline-depth=1,UNCHANGED_REJECTION,,10,,,,,,,,error: 'weft_riscv.rvv_storage_window' op layered RVV storage window requires one byte-aligned contiguous lane window inside a storage layer
weft-mul-mat.sh,sg2044 q2_k decode,mul_mat/q2_k_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll=8 --auto-pipeline-depth=1 --auto-scalar-load-prime=1,PASS,within-tolerance,10,4072.768,,8.238729,,,True,True,
weft-mul-mat.sh,sg2044 q2_k prefill,mul_mat/q2_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=32 --meta MR=1 --meta NR=2 --auto-lmul-eighths=8 --auto-unroll=4 --auto-pipeline-depth=1,PASS,within-tolerance,10,445409.258,,9.642744,,,True,True,
weft-mul-mat.sh,sg2044 q3_k decode,mul_mat/q3_k_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=32 --auto-unroll=1 --auto-pipeline-depth=1 --auto-scalar-load-prime=1,PASS,within-tolerance,10,4424.669,,7.583489,,,True,True,
weft-mul-mat.sh,sg2044 q3_k prefill,mul_mat/q3_k.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=2 --meta MR=1 --meta NR=1 --auto-lmul-eighths=32 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,575451.674,,7.463646,,,True,True,
weft-mul-mat.sh,sg2044 q4_0 decode,mul_mat/q4_0_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,4714.341,,7.117524,,,True,True,
weft-mul-mat.sh,sg2044 q4_0 prefill,mul_mat/q4_0.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=4 --meta NR=1 --auto-unroll=1 --auto-pipeline-depth=2,PASS,within-tolerance,10,408993.790,,10.501302,,,True,True,
weft-mul-mat.sh,sg2044 q4_1 decode,mul_mat/q4_1_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,5947.316,,5.641945,,,True,True,
weft-mul-mat.sh,sg2044 q4_1 prefill,mul_mat/q4_1.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=32 --meta MC=16 --meta MR=4 --meta NR=1 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,612679.486,,7.010137,,,True,True,
weft-mul-mat.sh,sg2044 q4_k decode,mul_mat/q4_k_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-unroll=8 --auto-pipeline-depth=1,PASS,within-tolerance,10,4075.438,,8.233332,,,True,True,
weft-mul-mat.sh,sg2044 q4_k prefill,mul_mat/q4_k_staged.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --meta NC=64 --meta KC=256 --meta MC=16 --meta MR=1 --auto-lmul-eighths=32 --auto-unroll=2 --auto-pipeline-depth=1,PASS,within-tolerance,10,469961.795,,9.138971,,,True,True,
weft-mul-mat.sh,sg2044 q5_0 decode,mul_mat/q5_0_decode.py,--march=rv64gcv_zfh_zfhmin_zvfh_zvfhmin_zfa_zba_zbb_zbc_zbs_zicbom_zicboz_zicbop_zicond_zawrs_zihintpause --abi=lp64d --vlen-bits=128 --auto-lmul-eighths=16 --auto-unroll=1 --auto-pipeline-depth=1,PASS,within-tolerance,10,6085.387,,5.513936,,,True,True,
